,1,2,3,4,Players Sent,Players Received,Year,Month,Day
4558, Canadiens, • 1972 first round pick (#12-Jerry Byers)• 1973 first round pick (#9-Bob Dailey)• player to be named later (Andre Pronovost), • Danny Grant• Claude Larose (D.)• future considerations (Bob Murdoch (J.) on 1971-05-25),NorthStars,3,3,1968,06,10
4559, Canadiens, • 1972 first round pick (#6-Michel Larocque (a))• future considerations (Tom Thurlby in 1968-09), • Bryan Watson / Bugsy Watson• cash,Seals,2,2,1968,06,10
4560, Canadiens, • 1972 first round pick (#8-Dave Gardner)• 1973 first round pick (#9-Bob Dailey)• future considerations (Marshall Johnston on 1971-05-25)• cash, • Danny Grant• Claude Larose (D.)• future considerations (Bob Murdoch (J.) on 1971-05-25),NorthStars,3,4,1968,06,10
4562, North Stars, • Danny Grant• Claude Larose (D.)• future considerations (Bob Murdoch (J.) on 1971-05-25), • 1972 first round pick (#12-Jerry Byers)• 1973 first round pick (#9-Bob Dailey)• player to be named later (Andre Pronovost),Canadiens,3,3,1968,06,10
4563, North Stars, • Danny Grant• Claude Larose (D.)• future considerations (Bob Murdoch (J.) on 1971-05-25), • 1972 first round pick (#8-Dave Gardner)• 1973 first round pick (#9-Bob Dailey)• future considerations (Marshall Johnston on 1971-05-25)• cash,Canadiens,4,3,1968,06,10
4564, Seals, • Bryan Watson / Bugsy Watson• cash, • 1972 first round pick (#6-Michel Larocque (a))• future considerations (Tom Thurlby in 1968-09),Canadiens,2,2,1968,06,10
4566, Blues, • Gerald Lemire / Gerry Lemire, • cash,Canadiens,1,1,1968,06,11
4567, Blues, • Kenneth Faranski, • cash,Canadiens,1,1,1968,06,11
4568, Blues, • Ted Ouimet, • cash,Canadiens,1,1,1968,06,11
4569, Canadiens, • 1969 first round pick (#5-Dick Redmond)• 1972 first round pick (#4-Steve Shutt), • Gerry Desjardins,Kings,1,2,1968,06,11
4570, Canadiens, • Al MacNeil, • Wally Boyer,Penguins,1,1,1968,06,11
4571, Canadiens, • cash, • Gerald Lemire / Gerry Lemire,Blues,1,1,1968,06,11
4572, Canadiens, • cash, • Jim Paterson• rights to Claude Piche• rights to Jack Rathwell,NorthStars,3,1,1968,06,11
4573, Canadiens, • cash, • Kenneth Faranski,Blues,1,1,1968,06,11
4574, Canadiens, • cash, • Ted Ouimet,Blues,1,1,1968,06,11
4576, Kings, • Gerry Desjardins, • 1969 first round pick (#5-Dick Redmond)• 1972 first round pick (#4-Steve Shutt),Canadiens,2,1,1968,06,11
4577, Maple Leafs, • cash, • Bob Barlow,Vancouver(WHL),1,1,1968,06,11
4578, North Stars, • Jim Paterson• rights to Claude Piche• rights to Jack Rathwell, • cash,Canadiens,1,3,1968,06,11
4579, Penguins, • Wally Boyer, • Al MacNeil,Canadiens,1,1,1968,06,11
4580, Blues, • Lou Angotti• Ian Campbell, • Darryl Edestrand• Gerry Melnyk,Flyers,2,2,1968,06,11
4582, Flyers, • Darryl Edestrand• Gerry Melnyk, • Lou Angotti• Ian Campbell,Blues,2,2,1968,06,11
4583, Blues, • Ab McDonald, • Lou Angotti,Penguins,1,1,1968,06,11
4584, Blues, • Terry Gray, • Myron Stankiewicz,Kings,1,1,1968,06,11
4585, Kings, • Myron Stankiewicz, • Terry Gray,Blues,1,1,1968,06,11
4586, Penguins, • Lou Angotti, • Ab McDonald,Blues,1,1,1968,06,11
4589, North Stars, • Wayne Hillman• Dan Seguin• Joe Johnston / Joey Johnston, • Dave Balon,Rangers,1,3,1968,06,12
4592, Rangers, • Dave Balon, • Wayne Hillman• Dan Seguin• Joe Johnston / Joey Johnston,NorthStars,3,1,1968,06,12
4637, Penguins, • cash, • Tom McCarthy (b),Rochester,1,1,1968,06,13
4670, Blues, • Camille Henry• Bill Plager / Billy Plager• Robbie Irons, • Don Caley• Wayne Rivers,Rangers,2,3,1968,06,13
4671, Rangers, • Don Caley• Wayne Rivers, • Camille Henry• Bill Plager / Billy Plager• Robbie Irons,Blues,3,2,1968,06,13
4674, Blues, • Seth Martin, • cash,Rangers,1,1,1968,06,27
4675, Rangers, • cash, • Seth Martin,Blues,1,1,1968,06,27
4676, Blackhawks, • cash, • Gerry Goyer,Portland(WHL),1,1,1968,07,01
4680, Canadiens, • Brian Smith (D.)• Yves Locas, • Larry Cahan,Kings,1,2,1968,07,01
4681, Canadiens, • Jim Mikol, • Yves Locas,ProvidenceReds(AHL),1,1,1968,07,01
4682, Kings, • Larry Cahan, • Brian Smith (D.)• Yves Locas,Canadiens,2,1,1968,07,01
4683, Maple Leafs, • cash, • Gord Redahl,Denver(WHL)(dateapproximate),1,1,1968,07,01
4688, Penguins, • cash, • George Konik,Seals,1,1,1968,07,04
4689, Seals, • George Konik, • cash,Penguins,1,1,1968,07,04
4691, Rangers, • rights to Bob Blackburn, • cash,BuffaloBisons(AHL),1,1,1968,08,01
4693, Canadiens, • player to be named later (?)• cash, • Len Ronson,Seals,1,2,1968,08,13
4697, Seals, • Len Ronson, • player to be named later (?)• cash,Canadiens,2,1,1968,08,13
4701, Red Wings, • cash, • Warren Godfrey,Vancouver(WHL),1,1,1968,08,19
4702, Canadiens, • Howie Glover, • Jim Mikol• Bill Staub,Cleveland(AHL),2,1,1968,08,27
4705, Flyers, • loan of Bob Rivard / Bobby Rivard, • cash,Penguins(dateapproximate),1,1,1968,09,01
4706, Penguins, • cash, • loan of Bob Rivard / Bobby Rivard,Flyers(dateapproximate),1,1,1968,09,01
4707, Rangers, • Len Haley, • Bruce Carmichael,SanDiego(WHL)(dateapproximate),1,1,1968,09,01
4708, Seals, , • Tom Thurlby,senttoCanadiensasfutureconsiderationsinearliertradeinvolvingBryanWatson/BugsyWatson(dateapproximate),1,0,1968,09,01
4709, Canadiens, • Tom Thurlby, ,receivedfromSealsasfutureconsiderationsinearliertradeinvolvingBryanWatson/BugsyWatson(dateapproximate),0,1,1968,09,01
4712, Rangers, • Ron Boehm, • cash,Seals,1,1,1968,09,13
4713, Seals, • cash, • Ron Boehm,Rangers,1,1,1968,09,13
4717, Canadiens, • cash, • loan of Ralph Stewart,Vancouver(WHL),1,1,1968,09,27
4718, Kings, • Gary Croteau• Brian Murphy• Wayne Thomas, • Grant Moore• Lou Deveault,MapleLeafs(date10-15perKingswebsite),2,3,1968,09,30
4719, Maple Leafs, • Grant Moore• Lou Deveault, • Gary Croteau• Brian Murphy• Wayne Thomas,Kings(date10-15perKingswebsite),3,2,1968,09,30
4720, Blackhawks, • cash, • Larry Leach,Portland(WHL)(dateapproximate),1,1,1968,10,01
4721, Flyers, • cash, • Al Millar,Vancouver(WHL)(dateapproximate),1,1,1968,10,01
4722, Flyers, • cash, • John Hanna,Seattle(WHL),1,1,1968,10,01
4723, Maple Leafs, cash, Darryl Sly,Vancouver(WHL),0,0,1968,10,01
4724, North Stars, • 1972 first round pick (#8-Dave Gardner), • Bob Woytowich,Penguins,1,1,1968,10,01
4726, Penguins, • Bob Woytowich, • 1972 first round pick (#8-Dave Gardner),NorthStars,1,1,1968,10,01
4727, Penguins, • Doug Barrie, • cash,RedWings(dateapproximate),1,1,1968,10,01
4729, Red Wings, • cash, • Doug Barrie,Penguins(dateapproximate),1,1,1968,10,01
4735, Canadiens, • cash, • loan of Germain Gagnon,Vancouver(WHL),1,1,1968,10,10
4736, Kings, • Jimmy Peters Jr., • Terry Sawchuk,RedWings,1,1,1968,10,10
4737, Red Wings, • Terry Sawchuk, • Jimmy Peters Jr.,Kings,1,1,1968,10,10
4739, Blues, • Norm Dennis, • cash,Canadiens,1,1,1968,10,28
4740, Canadiens, • cash, • Norm Dennis,Blues,1,1,1968,10,28
4741, North Stars, cash, Ted McCaskill,Vancouver(WHL),0,0,1968,11,01
4742, Seals, • cash, • Len Ronson,SanDiego(WHL)(dateapproximate),1,1,1968,11,01
4743, Kings, • Ron Anderson (C.), • Poul Popiel,RedWings,1,1,1968,11,12
4744, Red Wings, • Poul Popiel, • Ron Anderson (C.),Kings,1,1,1968,11,12
4745, Canadiens, • cash, • Brian Smith (D.),NorthStars,1,1,1968,11,15
4746, North Stars, • Brian Smith (D.), • cash,Canadiens,1,1,1968,11,15
4749, Canadiens, • Larry Hillman, • Jean-Guy Lagace• cash,Penguins,2,1,1968,11,22
4750, Penguins, • Jean-Guy Lagace• cash, • Larry Hillman,Canadiens,1,2,1968,11,22
4751, Penguins, • Billy Harris (a), • Bob Dillabough,Seals,1,1,1968,11,28
4752, Seals, • Bob Dillabough, • Billy Harris (a),Penguins,1,1,1968,11,28
4754, Blackhawks, • Brian Bradley (a), • Bob Sneddon,Flyers,1,1,1968,12,01
4755, Flyers, • Bob Sneddon, • Brian Bradley (a),Blackhawks,1,1,1968,12,01
4756, Flyers, • cash, • Keith Wright,Quebec(AHL)(dateapproximate),1,1,1968,12,01
4757, Rangers, • rights to Guy Trottier, • cash,Buffalo(AHL)(dateapproximate),1,1,1968,12,01
4759, Fluers, • cash, • loan of Earl Heiskala,Seattle(WHL)(LOH),1,1,1968,12,23
4765, North Stars, • Leo Boivin, • Duane Rupp,Penguins,1,1,1969,01,24
4766, Penguins, • Duane Rupp, • Leo Boivin,NorthStars,1,1,1969,01,24
4767, Penguins, • Bryan Watson / Bugsy Watson• George Swarbrick• Tracy Pratt, • Earl Ingarfield Sr.• Gene Ubriaco• Dick Mattiussi,Seals,3,3,1969,01,30
4768, Seals, • Earl Ingarfield Sr.• Gene Ubriaco• Dick Mattiussi, • Bryan Watson / Bugsy Watson• George Swarbrick• Tracy Pratt,Penguins,3,3,1969,01,30
4769, Bruins, • cash, • Morris Stefaniw,Phoenix(WHL),1,1,1969,02,01
4770, North Stars, • Tom Polanic, • Milan Marcetta• Brian Smith (D.),Phoenix(WHL),2,1,1969,02,11
4771, Blackhawks, • Andre Boudrias• Mike McMahon Jr., • Tom Reid• Bill Orban• future considerations (Doug Shelton on 06-01),NorthStars,3,2,1969,02,14
4772, North Stars, • Tom Reid• Bill Orban• future considerations (Doug Shelton on 06-01), • Andre Boudrias• Mike McMahon Jr.,Blackhawks,2,3,1969,02,14
4773, North Stars, • Danny Lawson• rights to Brian Conacher, • Wayne Connelly,RedWings,1,2,1969,02,15
4774, Red Wings, • Wayne Connelly, • Danny Lawson• rights to Brian Conacher,NorthStars,2,1,1969,02,15
4776, Flyers, • cash, • Pat Hannigan,Vancouver(WHL),1,1,1969,03,02
4777, Flyers, • Gerry Meehan• Mike Byers• Bill Sutherland, • Brit Selby• Forbes Kennedy,MapleLeafs,2,3,1969,03,02
4778, Maple Leafs, • Brit Selby• Forbes Kennedy, • Gerry Meehan• Mike Byers• Bill Sutherland,Flyers,3,2,1969,03,02
4785, Maple Leafs, • Ron Ward (a), • Brad Selwood• Rene Robert,Vancouver(WHL),2,1,1969,05,01
4786, Bruins, • 1969 first round pick (#3-Don Tannahill)• future considerations (Fred O'Donnell on 1971-05-07), • Barry Gibbs• Tom Williams / Tommy Williams (M.),NorthStars,2,2,1969,05,07
4787, North Stars, • Barry Gibbs• Tom Williams / Tommy Williams (M.), • 1969 first round pick (#3-Don Tannahill)• future considerations (Fred O'Donnell on 1971-05-07),Bruins,2,2,1969,05,07
4788, Blues, • cash, • Norm Beaudin• Norm Dennis,Rangers,2,1,1969,05,13
4789, Rangers, • Norm Beaudin• Norm Dennis, • cash,Blues,1,2,1969,05,13
4790, Blues, • Ron Buchanan, • cash,Flyers,1,1,1969,05,14
4791, Bruins, • Ken Turlik• 1971 first round pick (#6-Ron Jones (a))• 1973 first round pick (#6-Andre Savard), • Ross Lonsberry• Eddie Shack,Kings,2,3,1969,05,14
4792, Flyers, • cash, • Ron Buchanan,Blues,1,1,1969,05,14
4793, Flyers, • Wayne Hillman, • John Miszuk,NorthStars,1,1,1969,05,14
4794, Kings, • Ross Lonsberry• Eddie Shack, • Ken Turlik• 1971 first round pick (#6-Ron Jones (a))• 1973 first round pick (#6-Andre Savard),Bruins,3,2,1969,05,14
4795, North Stars, • John Miszuk, • Wayne Hillman,Flyers,1,1,1969,05,14
4796, Penguins, • Bryan Hextall Jr., • John Arbour• Paul Andrea• loan of Andy Bathgate (a) for 1969-70 season,Vancouver(WHL),3,1,1969,05,20
4797, Maple Leafs, • cash, • Forbes Kennedy,Penguins,1,1,1969,05,30
4798, Penguins, • Forbes Kennedy, • cash,MapleLeafs,1,1,1969,05,30
4800, Blues, • Larry Hornung, • cash,Rangers(dateapproximate),1,1,1969,06,01
4801, Canadiens, • North Stars agreed to not draft Dick Duff in 1969 intra-league draft, • 1969 first round pick (#5-Dick Redmond),NorthStars(dateapproximate),1,1,1969,06,01
4802, North Stars, • 1969 first round pick (#5-Dick Redmond), • North Stars agreed to not draft Dick Duff in 1969 intra-league draft,Canadiens(dateapproximate),1,1,1969,06,01
4803, Rangers, • cash, • Larry Hornung,Blues(dateapproximate),1,1,1969,06,01
4804, Blackhawks, , • Doug Shelton,senttoNorthStarstocompleteearliertradeinvolvingAndreBoudrias(LOH)(dateapproximate),1,0,1969,06,01
4805, North Stars, • Doug Shelton, ,receivedfromBlackhawkstocompleteearliertradeinvolvingAndreBoudrias(LOH)(dateapproximate),0,1,1969,06,01
4807, Blues, • Lou Angotti• 1971 first round pick (#4-Gene Carr (a)), • Ron Schock• Craig Cameron• 1972 second round pick (#30-Bernie Lukowich),Penguins,3,2,1969,06,06
4808, Canadiens, • Peter Mahovlich / Pete Mahovlich• Bart Crashley, • Garry Monahan• Doug Piper,RedWings,2,2,1969,06,06
4810, Flyers, • Reggie Fleming / Reg Fleming, • Leon Rochefort• Rangers option to purchase unprotected player following intra-league draft (Don Blackburn),Rangers,2,1,1969,06,06
4811, Penguins, • Ron Schock• Craig Cameron• 1972 second round pick (#30-Bernie Lukowich), • Lou Angotti• 1971 first round pick (#4-Gene Carr (a)),Blues,2,3,1969,06,06
4812, Rangers, • Leon Rochefort• Rangers option to purchase unprotected player following intra-league draft (Don Blackburn), • Reggie Fleming / Reg Fleming,Flyers,1,2,1969,06,06
4814, Red Wings, • Garry Monahan• Doug Piper, • Peter Mahovlich / Pete Mahovlich• Bart Crashley,Canadiens,2,2,1969,06,06
4815, Kings, • Dennis Hextall• Leon Rochefort, • Real Lemieux,Rangers,1,2,1969,06,09
4816, Rangers, • Real Lemieux, • Dennis Hextall• Leon Rochefort,Kings,2,1,1969,06,09
4817, Blues, • Phil Goyette, • 1969 first round pick (#8-Andre Dupont),Rangers,1,1,1969,06,10
4820, Rangers, • 1969 first round pick (#8-Andre Dupont), • Phil Goyette,Blues,1,1,1969,06,10
4822, Rangers, • cash, • Don Simmons,Buffalo(AHL),1,1,1969,06,10
4823, Rangers, • cash, • Harry Howell,Seals,1,1,1969,06,10
4826, Seals, • Harry Howell, • cash,Rangers,1,1,1969,06,10
4828, Flyers, • cash, • Bob Barlow,NorthStars,1,1,1969,06,10
4829, North Stars, • Bob Barlow, • cash,Flyers,1,1,1969,06,10
4830, Canadiens, • Chuck Hamilton, • cash,RedWings,1,1,1969,06,11
4831, Red Wings, • cash, • Chuck Hamilton,Canadiens,1,1,1969,06,11
4849, North Stars, , • North Stars agreed to bypass Dick Duff in waiver draft• $60K cash,senttoCanadienstocompleteearliertradeinvolvingDannyO'Shea,2,0,1969,06,11
4868, Canadiens, • North Stars agreed to bypass Dick Duff in waiver draft• $60K cash, ,receivedfromNorthStarstocompleteearliertradeinvolvingDannyO'Shea,0,2,1969,06,11
4883, Blues, • 1969 eighth round pick (#80-Pat Lange), • cash,Kings,1,1,1969,06,12
4884, Blues, • 1969 seventh round pick (#73-Bob Collyard), • cash,Penguins,1,1,1969,06,12
4885, Blues, • 1969 sixth round pick (#70-Dale Yutsyk), • cash,Rangers,1,1,1969,06,12
4887, Canadiens, • 1969 eighth round pick (#79-Frank Hamill), • cash,Penguins,1,1,1969,06,12
4888, Canadiens, • 1969 seventh round pick (#74-Ian Wilkie), • cash,Kings,1,1,1969,06,12
4889, Canadiens, • 1969 sixth round pick (#63-Guy Delparte), • cash,Kings,1,1,1969,06,12
4890, Canadiens, • cash, • Jean Gauthier,Flyers,1,1,1969,06,12
4892, Flyers, • Jean Gauthier, • cash,Canadiens,1,1,1969,06,12
4895, Kings, • cash, • 1969 eighth round pick (#80-Pat Lange),Blues,1,1,1969,06,12
4896, Kings, • cash, • 1969 seventh round pick (#74-Ian Wilkie),Canadiens,1,1,1969,06,12
4897, Kings, • cash, • 1969 sixth round pick (#63-Guy Delparte),Canadiens,1,1,1969,06,12
4902, Penguins, • cash, • 1969 eighth round pick (#79-Frank Hamill),Canadiens,1,1,1969,06,12
4903, Penguins, • cash, • 1969 seventh round pick (#73-Bob Collyard),Blues,1,1,1969,06,12
4907, Rangers, • cash, • 1969 sixth round pick (#70-Dale Yutsyk),Blues,1,1,1969,06,12
4909, Canadiens, • cash, • Jean-Guy Gendron,Flyers,1,1,1969,06,12
4910, Flyers, • Jean-Guy Gendron, • cash,Canadiens,1,1,1969,06,12
4911, Canadiens, • 1969 seventh round pick (#75-Dale Power), • Jean-Guy Gendron,Flyers,1,1,1969,06,12
4912, Flyers, • Jean-Guy Gendron, • 1969 seventh round pick (#75-Dale Power),Canadiens,1,1,1969,06,12
4999, Rangers, • Sandy Snow• Terry Sawchuk, • Larry Jeffrey,RedWings(date06-20perRangersmediaguide),1,2,1969,06,17
5000, Red Wings, • Larry Jeffrey, • Sandy Snow• Terry Sawchuk,Rangers(date06-20perRangersmediaguide),2,1,1969,06,17
5001, Red Wings, • cash, • Kent Douglas,Vancouver(WHL),1,1,1969,06,20
5002, Blues, • Ernie Wakely, • Norm Beaudin• Bobby Schmautz,Canadiens,2,1,1969,06,27
5003, Blues, • Norm Beaudin• Camille Henry, • cash,Rangers,1,2,1969,06,27
5004, Canadiens, • Norm Beaudin• Bobby Schmautz, • Ernie Wakely,Blues,1,2,1969,06,27
5005, Rangers, • cash, • Norm Beaudin• Camille Henry,Blues,2,1,1969,06,27
5009, Canadiens, • cash, • Raynald Comeau / Rey Comeau / Ray Comeau,Cleveland(AHL)(dateapproximate),1,1,1969,07,01
5016, Red Wings, • Doug Volmar, • cash,SanDiego(WHL)(dateapproximate),1,1,1969,07,01
5018, Rangers, • Peter McDuffe / Pete McDuffe, • Don Caley• Sandy Snow,Phoenix(WHL),2,1,1969,07,03
5019, North Stars, • cash, • Sandy Fitzpatrick,SanDiego(WHL),1,1,1969,07,15
5021, Canadiens, • cash, • Bobby Schmautz,SaltLakeCity(WHL)(dateapproximate),1,1,1969,08,01
5022, Penguins, • cash, • Mel Pearson,Portland(WHL)(dateapproximate),1,1,1969,08,01
5030, Canadiens, • Andre Pronovost, • cash,NorthStars(dateapproximate),1,1,1969,09,01
5031, Kings, • Roger Cote, • Jim Murray,Phoenix(WHL)(dateapproximate),1,1,1969,09,01
5032, North Stars, • cash, • Andre Pronovost,Canadiens(dateapproximate),1,1,1969,09,01
5033, Seals, • cash, • Gerry Odrowski,SanDiego(WHL)(date10-01perLOH),1,1,1969,09,01
5041, Blackhawks, • cash, • Howie Young,Vancouver(WHL)(dateapproximate),1,1,1969,10,01
5042, Blues, • Roger Lafreniere, • cash,Sabres(dateapproximate),1,1,1969,10,01
5043, Canadiens, • cash, • Chuck Hamilton,Hershey(AHL)(dateapproximate),1,1,1969,10,01
5047, Penguins, • Jim Morrison, • Bill Lecaine• cash,Baltimore(AHL)(dateapproximate),2,1,1969,10,01
5049, Sabres, • cash, • Roger Lafreniere,Blues(dateapproximate),1,1,1969,10,01
5052, Rangers, • cash, • Ron Ingram,SeattleTotems(WHL),1,1,1969,10,13
5055, Bruins, • cash, • Ted Hodgson,SaltLake(WHL),1,1,1969,10,22
5056, Penguins, • Mike McMahon Jr., • Billy Dea,RedWings,1,1,1969,10,28
5057, Red Wings, • Billy Dea, • Mike McMahon Jr.,Penguins,1,1,1969,10,28
5058, Canadiens, • Jean Gauthier, • cash,Cleveland(AHL),1,1,1969,10,29
5062, Blues, • loan of Larry Hornung for remainder of 1969-70 season, • loan of Sheldon Kannegiesser for remainder of 1969-70 season,Rangers,1,1,1969,11,17
5063, Canadiens, • 1970 second round pick (#17-Fred Harvey / Buster Harvey)• 1970 third round pick (#31-Steve Carlyle)• 1970 fourth round pick (#45-Cal Hammond), • rights to Jean Potvin• 1970 second round pick (#24-Al McDonough)• 1970 third round pick (#38-Terry Holbrook),Kings,3,3,1969,11,17
5064, Kings, • rights to Jean Potvin• 1970 second round pick (#24-Al McDonough)• 1970 third round pick (#38-Terry Holbrook), • 1970 second round pick (#17-Fred Harvey / Buster Harvey)• 1970 third round pick (#31-Steve Carlyle)• 1970 fourth round pick (#45-Cal Hammond),Canadiens,3,3,1969,11,17
5065, Rangers, • Sheldon Kannegiesser, • Larry Hornung,Blues,1,1,1969,11,17
5068, Blues, • George Morrison, • cash,Sabres,1,1,1969,12,09
5070, Bruins, • Wayne Carleton, • Jim Harrison,MapleLeafs,1,1,1969,12,10
5072, Maple Leafs, • Jim Harrison, • Wayne Carleton,Bruins,1,1,1969,12,10
5075, Blackhawks, • Gene Ubriaco, • Howie Menard,Seals,1,1,1969,12,15
5076, Seals, • Howie Menard, • Gene Ubriaco,Blackhawks,1,1,1969,12,15
5092, Penguins, • Dunc McCallum, • cash,Providence(AHL)(dateapproximate),1,1,1970,01,01
